phase_detector: pfd
fo(VCO_freq_in_Hz): 1.200000e+10
VCO_clock_dutycycle: 0.4000
tauff(sec): 1.0000e-11
tauh(sec): 1.0000e-11
taucp_min(sec): 1.0000e-12
pfd_deadzone(UI): 0.0000
fin(input_freq_in_Hz): 1.000000e+08
feedback_divider: 120
feedback_divider_delay(sec): 0.0000e+00
feedback_divider_clock_duty_cycle: 0.1000
jitter_amp(UIpp): 0.00 UI
Jitter_freqs(Hz): 0.0000e+00
phase0(degrees): 0.00
TSTART(sec): 0.000000e+00
TSTART_jt(sec): 2.000000e-06
TSTOP(sec): 2.000000e-06
deltat(sec): 1.000000e-13
lock_detect_tau(sec): 1.000000e-07
lock_detect_delta_vc_limit(%): 1.000000e-01
lock_detect_rphase_pp_limit(UIpp): 1.500000e-01
lock_detect_rphase_pp_loss_lock_limit(UIpp): 3.000000e-01
number_of_print_points: 5001
phase_freq_step_time(sec): 1.000000e+00
phase_step(sec): 0.0000e+00
freq_step(ppm): 0.0000e+00
ssc_start_time(sec): 1.000000e+00
max_pos_ssc(ppm): 0.00
max_neg_ssc(ppm): 0.00
freq_ssc(Hz): 0.0000e+00
phase_detector_logic_hi(V): 600.000
phase_detector_logic_low(V): -600.000
signal_source_vs1(V): 0.000
signal_source_vs2(V): 0.000
vc_model: poly
vc_polynomial_coeff.(Hz/V): -3.698400e-02,8.702100e-02
vco_bandwidth(Hz): 4.0000e+07
power_supply_max(V): 0.8500
power_supply_min(V): 0.0000
random_noise_sigma(UI_on_fin): 0.0000
RS1(ohms): 1.0000e+12
RS2(ohms): 1.0000e+12
R1(ohms): 1.0000e+06
RZERO(ohms): 1.2000e+04
R3(ohms): 1.0000e+00
C1(farads): 2.4070e-11
C2(farads): 3.6000e-13
initvc(V): 0.2000
Output_base_filename "sample_octave_output_file_v1p76"
Time(s),vpd(V),vs1(V),vs2(V),vc1(V),vc(V),phasein(UI),phaseo(UI),phaseo_delayed(UI),rphase(UI),vc2(V),VIN,CLK,VCO_CLK,CLKIN,freq (ppm from fin),VOUT
4.791999999758e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.844661751693e-01,3.976820315236e-01,0.000000000000e+00,-5.840113617943e-03,-5.840113617943e-03,-5.840113617943e-03,3.976831328454e-01,0,0,0,0,-8.587171723305e+02,0
4.795999999760e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.844836435373e-01,3.965141748912e-01,0.000000000000e+00,-5.877482908751e-03,-5.877482908751e-03,-5.877482908751e-03,3.965151774359e-01,0,0,0,0,-1.008969934705e+03,0
4.799999999761e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.844995451737e-01,3.954510628242e-01,0.000000000000e+00,-5.920761680585e-03,-5.920761680585e-03,-5.920761680578e-03,3.954519754511e-01,0,0,1,0,-1.154122747246e+03,0
4.803999999763e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.846320378629e-01,4.851784734574e-01,0.000000000000e+00,-5.956502694211e-03,-5.956502694211e-03,-5.956502694211e-03,4.851868523275e-01,0,1,1,1,-5.817154872875e+02,0
4.807999999765e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.847649375163e-01,4.762934054516e-01,0.000000000000e+00,-5.968973717117e-03,-5.968973717117e-03,-5.968973717110e-03,4.763010328245e-01,0,1,0,1,-6.333978530960e+01,0
4.811999999767e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.848859174548e-01,4.682052354302e-01,0.000000000000e+00,-5.963174788072e-03,-5.963174788072e-03,-5.963174788064e-03,4.682121787073e-01,0,0,0,1,3.349256765137e+02,0
4.815999999769e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.849960467527e-01,4.608424899505e-01,0.000000000000e+00,-5.943546081546e-03,-5.943546081546e-03,-5.943546081546e-03,4.608488104880e-01,0,0,0,1,6.308945102759e+02,0
4.819999999770e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.850962985994e-01,4.541401059927e-01,0.000000000000e+00,-5.913861586968e-03,-5.913861586968e-03,-5.913861586961e-03,4.541458596438e-01,0,0,1,1,8.401092134895e+02,0
4.823999999772e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.851875588991e-01,4.480388560116e-01,0.000000000000e+00,-5.877314483286e-03,-5.877314483286e-03,-5.877314483286e-03,4.480440936202e-01,0,0,1,1,9.761092721574e+02,0
4.827999999774e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.852706341001e-01,4.424848245555e-01,0.000000000000e+00,-5.836592411526e-03,-5.836592411526e-03,-5.836592411526e-03,4.424895924051e-01,0,0,0,1,1.050669057643e+03,0
4.831999999776e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.853462583203e-01,4.374289318266e-01,0.000000000000e+00,-5.793943774627e-03,-5.793943774627e-03,-5.793943774620e-03,4.374332720499e-01,0,0,0,1,1.074008815707e+03,0
4.835999999778e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.854150998350e-01,4.328264999737e-01,0.000000000000e+00,-5.751236086716e-03,-5.751236086716e-03,-5.751236086716e-03,4.328304509242e-01,0,0,0,1,1.054981693876e+03,0
4.839999999779e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.854777669823e-01,4.286368582827e-01,0.000000000000e+00,-5.710007276235e-03,-5.710007276235e-03,-5.710007276235e-03,4.286404548741e-01,0,0,1,1,1.001239438120e+03,0
4.843999999781e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.855348135385e-01,4.248229837790e-01,0.000000000000e+00,-5.671510751590e-03,-5.671510751590e-03,-5.671510751583e-03,4.248262577937e-01,0,0,1,1,9.193791077636e+02,0
4.847999999783e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.855867436120e-01,4.213511740627e-01,0.000000000000e+00,-5.636754936496e-03,-5.636754936496e-03,-5.636754936489e-03,4.213541544324e-01,0,0,0,1,8.150729051794e+02,0
4.851999999785e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.856340160980e-01,4.181907494880e-01,0.000000000000e+00,-5.606537923292e-03,-5.606537923292e-03,-5.606537923292e-03,4.181934625495e-01,0,0,0,0,6.931829911129e+02,0
4.855999999787e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.856770487336e-01,4.153137820533e-01,0.000000000000e+00,-5.581477804149e-03,-5.581477804149e-03,-5.581477804142e-03,4.153162517815e-01,0,0,0,0,5.578629545770e+02,0
4.859999999788e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.857162217892e-01,4.126948486079e-01,0.000000000000e+00,-5.562039184468e-03,-5.562039184468e-03,-5.562039184461e-03,4.126970968273e-01,0,0,1,0,4.126474257564e+02,0
4.863999999790e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.857518814288e-01,4.103108061926e-01,0.000000000000e+00,-5.548556324584e-03,-5.548556324584e-03,-5.548556324584e-03,4.103128527701e-01,0,0,1,0,2.605311589797e+02,0
4.867999999792e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.857843427692e-01,4.081405875304e-01,0.000000000000e+00,-5.541253315350e-03,-5.541253315350e-03,-5.541253315343e-03,4.081424505513e-01,0,0,0,0,1.040387685850e+02,0
4.871999999794e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.858138926646e-01,4.061650148595e-01,0.000000000000e+00,-5.540261625598e-03,-5.540261625598e-03,-5.540261625590e-03,4.061667107868e-01,0,0,0,0,-5.471382838924e+01,0
4.875999999796e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.858407922412e-01,4.043666304633e-01,0.000000000000e+00,-5.545635347382e-03,-5.545635347382e-03,-5.545635347382e-03,4.043681742836e-01,0,0,0,0,-2.139653238968e+02,0
4.879999999797e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.858652792049e-01,4.027295424007e-01,0.000000000000e+00,-5.557364407643e-03,-5.557364407643e-03,-5.557364407643e-03,4.027309477564e-01,0,0,1,0,-3.722614490206e+02,0
4.883999999799e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.858875699421e-01,4.012392840716e-01,0.000000000000e+00,-5.575385997503e-03,-5.575385997503e-03,-5.575385997496e-03,4.012405633816e-01,0,0,1,0,-5.284131784540e+02,0
4.887999999801e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.859078614313e-01,3.998826863796e-01,0.000000000000e+00,-5.599594430670e-03,-5.599594430670e-03,-5.599594430663e-03,3.998838509488e-01,0,0,0,0,-6.814600472156e+02,0
4.891999999803e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.859263329843e-01,3.986477613587e-01,0.000000000000e+00,-5.629849629770e-03,-5.629849629770e-03,-5.629849629770e-03,3.986488214782e-01,0,0,0,0,-8.306379906603e+02,0
4.895999999805e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.859431478303e-01,3.975235962386e-01,0.000000000000e+00,-5.665984407095e-03,-5.665984407095e-03,-5.665984407095e-03,3.975245612764e-01,0,0,0,0,-9.753511841524e+02,0
4.899999999806e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.859584545587e-01,3.965002570107e-01,0.000000000000e+00,-5.707810688861e-03,-5.707810688861e-03,-5.707810688854e-03,3.965011354947e-01,0,0,1,0,-1.115147417008e+03,0
4.903999999808e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.860865376583e-01,4.830254675529e-01,0.000000000000e+00,-5.742287914437e-03,-5.742287914437e-03,-5.742287914437e-03,4.830335457976e-01,0,1,1,1,-5.610041561486e+02,0
4.907999999810e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.862146690045e-01,4.744591868964e-01,0.000000000000e+00,-5.754316546749e-03,-5.754316546749e-03,-5.754316546749e-03,4.744665406068e-01,0,1,0,1,-6.116112438161e+01,0
4.911999999812e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.863313083034e-01,4.666612123220e-01,0.000000000000e+00,-5.748728218180e-03,-5.748728218180e-03,-5.748728218173e-03,4.666679064812e-01,0,0,0,1,3.228747774744e+02,0
4.915999999814e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.864374862717e-01,4.595626347825e-01,0.000000000000e+00,-5.729804033948e-03,-5.729804033948e-03,-5.729804033940e-03,4.595687285454e-01,0,0,0,1,6.082786318757e+02,0
4.919999999815e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.865341411819e-01,4.531007256543e-01,0.000000000000e+00,-5.701182794361e-03,-5.701182794361e-03,-5.701182794361e-03,4.531062728702e-01,0,0,1,1,8.100358341580e+02,0
4.923999999817e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.866221271529e-01,4.472183824172e-01,0.000000000000e+00,-5.665943309332e-03,-5.665943309332e-03,-5.665943309324e-03,4.472234321056e-01,0,0,1,1,9.412005818711e+02,0
4.927999999819e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.867022216983e-01,4.418636240519e-01,0.000000000000e+00,-5.626676967019e-03,-5.626676967019e-03,-5.626676967012e-03,4.418682208359e-01,0,0,0,1,1.013125241153e+03,0
4.931999999821e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.867751325966e-01,4.369891316948e-01,0.000000000000e+00,-5.585551659294e-03,-5.585551659294e-03,-5.585551659294e-03,4.369933161952e-01,0,0,0,1,1.035663770217e+03,0
4.935999999823e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.868415041461e-01,4.325518304911e-01,0.000000000000e+00,-5.544368042024e-03,-5.544368042024e-03,-5.544368042017e-03,4.325556396854e-01,0,0,0,1,1.017352040456e+03,0
4.939999999825e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.869019228583e-01,4.285125089514e-01,0.000000000000e+00,-5.504608997072e-03,-5.504608997072e-03,-5.504608997065e-03,4.285159765007e-01,0,0,1,1,9.655675917941e+02,0
4.943999999826e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.869569226406e-01,4.248354724483e-01,0.000000000000e+00,-5.467483079933e-03,-5.467483079933e-03,-5.467483079933e-03,4.248386289946e-01,0,0,1,1,8.866710869571e+02,0
4.947999999828e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.870069895145e-01,4.214882277903e-01,0.000000000000e+00,-5.433962641050e-03,-5.433962641050e-03,-5.433962641050e-03,4.214911012273e-01,0,0,0,1,7.861314860384e+02,0
4.951999999830e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.870525659106e-01,4.184411960865e-01,0.000000000000e+00,-5.404817236226e-03,-5.404817236226e-03,-5.404817236219e-03,4.184438118061e-01,0,0,0,0,6.686367450984e+02,0
4.955999999832e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.870940545777e-01,4.156674513642e-01,0.000000000000e+00,-5.380642868637e-03,-5.380642868637e-03,-5.380642868630e-03,4.156698324810e-01,0,0,0,0,5.381916478988e+02,0
4.959999999834e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.871318221427e-01,4.131424826298e-01,0.000000000000e+00,-5.361887553008e-03,-5.361887553008e-03,-5.361887553008e-03,4.131446501853e-01,0,0,1,0,3.982042058248e+02,0
4.963999999835e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.871662023496e-01,4.108439772704e-01,0.000000000000e+00,-5.348873630751e-03,-5.348873630751e-03,-5.348873630744e-03,4.108459504188e-01,0,0,1,0,2.515619054636e+02,0
4.967999999837e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.871974990091e-01,4.087516238818e-01,0.000000000000e+00,-5.341817214990e-03,-5.341817214990e-03,-5.341817214983e-03,4.087534200594e-01,0,0,0,0,1.006989442478e+02,0
4.971999999839e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.872259886833e-01,4.068469327811e-01,0.000000000000e+00,-5.340845118262e-03,-5.340845118262e-03,-5.340845118262e-03,4.068485678602e-01,0,0,0,0,-5.234452969759e+01,0
4.975999999841e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.872519231295e-01,4.051130726171e-01,0.000000000000e+00,-5.346009544098e-03,-5.346009544098e-03,-5.346009544091e-03,4.051145610467e-01,0,0,0,0,-2.058702683874e+02,0
4.979999999843e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.872755315249e-01,4.035347216356e-01,0.000000000000e+00,-5.357300829331e-03,-5.357300829331e-03,-5.357300829324e-03,4.035360765685e-01,0,0,1,0,-3.584760595158e+02,0
4.983999999844e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.872970224922e-01,4.020979322837e-01,0.000000000000e+00,-5.374658462799e-03,-5.374658462799e-03,-5.374658462799e-03,4.020991656933e-01,0,0,1,0,-5.090154292958e+02,0
4.987999999846e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.873165859426e-01,4.007900079590e-01,0.000000000000e+00,-5.397980589635e-03,-5.397980589635e-03,-5.397980589628e-03,4.007911307446e-01,0,0,0,0,-6.565622742224e+02,0
4.991999999848e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.873343947542e-01,3.995993908117e-01,0.000000000000e+00,-5.427132193049e-03,-5.427132193049e-03,-5.427132193041e-03,3.996004128951e-01,0,0,0,0,-8.003798539539e+02,0
4.995999999850e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.873506062998e-01,3.985155596107e-01,0.000000000000e+00,-5.461952116619e-03,-5.461952116619e-03,-5.461952116612e-03,3.985164900240e-01,0,0,0,0,-9.398936404419e+02,0
4.999999999852e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.873653638376e-01,3.975289367699e-01,0.000000000000e+00,-5.502259063356e-03,-5.502259063356e-03,-5.502259063348e-03,3.975297837347e-01,0,0,1,0,-1.074667574611e+03,0
5.003999999853e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.874890554500e-01,4.808507323631e-01,0.000000000000e+00,-5.535423812496e-03,-5.535423812496e-03,-5.535423812496e-03,4.808585125034e-01,0,1,1,1,-5.392512190523e+02,0
5.007999999855e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.876124584764e-01,4.726005656898e-01,0.000000000000e+00,-5.546974247288e-03,-5.546974247288e-03,-5.546974247281e-03,4.726076480325e-01,0,1,0,1,-5.823279966849e+01,0
5.011999999857e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.877247935364e-01,4.650903529692e-01,0.000000000000e+00,-5.541572260249e-03,-5.541572260249e-03,-5.541572260242e-03,4.650968000996e-01,0,0,0,1,3.112883005731e+02,0
5.015999999859e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.878270533112e-01,4.582537280448e-01,0.000000000000e+00,-5.523339595683e-03,-5.523339595683e-03,-5.523339595683e-03,4.582595969349e-01,0,0,0,1,5.858498969965e+02,0
5.019999999861e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.879201414490e-01,4.520302771126e-01,0.000000000000e+00,-5.495779523621e-03,-5.495779523621e-03,-5.495779523613e-03,4.520356196244e-01,0,0,1,1,7.798812538044e+02,0
5.023999999862e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.880048805500e-01,4.463650048569e-01,0.000000000000e+00,-5.461856110145e-03,-5.461856110145e-03,-5.461856110138e-03,4.463698682011e-01,0,0,1,1,9.059520028628e+02,0
5.027999999864e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.880820194356e-01,4.412078484686e-01,0.000000000000e+00,-5.424064095251e-03,-5.424064095251e-03,-5.424064095251e-03,4.412122756216e-01,0,0,0,1,9.749930172634e+02,0
5.031999999866e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.881522397661e-01,4.365132352510e-01,0.000000000000e+00,-5.384490448499e-03,-5.384490448499e-03,-5.384490448492e-03,4.365172653344e-01,0,0,0,1,9.964923020876e+02,0
5.035999999868e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.882161620637e-01,4.322396799029e-01,0.000000000000e+00,-5.344868540512e-03,-5.344868540512e-03,-5.344868540497e-03,4.322433485299e-01,0,0,0,1,9.786686378035e+02,0
5.039999999870e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.882743511963e-01,4.283494179224e-01,0.000000000000e+00,-5.306625777543e-03,-5.306625777543e-03,-5.306625777543e-03,4.283527575118e-01,0,0,1,1,9.286254190708e+02,0
5.043999999871e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.883273213691e-01,4.248080718897e-01,0.000000000000e+00,-5.270925432910e-03,-5.270925432910e-03,-5.270925432903e-03,4.248111119528e-01,0,0,1,1,8.524868698453e+02,0
5.047999999873e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.883755406683e-01,4.215843476814e-01,0.000000000000e+00,-5.238703358344e-03,-5.238703358344e-03,-5.238703358330e-03,4.215871150824e-01,0,0,0,1,7.555185813740e+02,0
5.051999999875e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.884194351978e-01,4.186497579304e-01,0.000000000000e+00,-5.210700151828e-03,-5.210700151828e-03,-5.210700151828e-03,4.186522771244e-01,0,0,0,0,6.422341100744e+02,0
5.055999999877e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.884593928443e-01,4.159783702898e-01,0.000000000000e+00,-5.187489318693e-03,-5.187489318693e-03,-5.187489318686e-03,4.159806635384e-01,0,0,0,0,5.164891848683e+02,0
5.059999999879e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.884957667053e-01,4.135465782739e-01,0.000000000000e+00,-5.169501883501e-03,-5.169501883501e-03,-5.169501883501e-03,4.135486658420e-01,0,0,1,0,3.815649059179e+02,0
5.063999999880e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.885288782088e-01,4.113328926525e-01,0.000000000000e+00,-5.157047877859e-03,-5.157047877859e-03,-5.157047877859e-03,4.113347929875e-01,0,0,1,0,2.402411668922e+02,0
5.067999999882e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.885590199544e-01,4.093177515555e-01,0.000000000000e+00,-5.150335068301e-03,-5.150335068301e-03,-5.150335068294e-03,4.093194814503e-01,0,0,0,0,9.486139896690e+01,0
5.071999999884e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.885864582985e-01,4.074833476087e-01,0.000000000000e+00,-5.149485247685e-03,-5.149485247685e-03,-5.149485247685e-03,4.074849223499e-01,0,0,0,0,-5.261038490545e+01,0
5.075999999886e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.886114357079e-01,4.058134705735e-01,0.000000000000e+00,-5.154548388681e-03,-5.154548388681e-03,-5.154548388674e-03,4.058149040769e-01,0,0,0,0,-2.005393738327e+02,0
5.079999999888e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.886341729028e-01,4.042933641011e-01,0.000000000000e+00,-5.165514911049e-03,-5.165514911049e-03,-5.165514911042e-03,4.042946690341e-01,0,0,1,0,-3.475757947904e+02,0
5.083999999889e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.886548708071e-01,4.029095953330e-01,0.000000000000e+00,-5.182326282807e-03,-5.182326282807e-03,-5.182326282807e-03,4.029107832272e-01,0,0,1,0,-4.926161095374e+02,0
5.087999999891e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.886737123240e-01,4.016499361983e-01,0.000000000000e+00,-5.204884182767e-03,-5.204884182767e-03,-5.204884182760e-03,4.016510175508e-01,0,0,0,0,-6.347689578973e+02,0
5.091999999893e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.886908639520e-01,4.005032553566e-01,0.000000000000e+00,-5.233058372930e-03,-5.233058372930e-03,-5.233058372923e-03,4.005042397230e-01,0,0,0,0,-7.733253006146e+02,0
5.095999999895e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.887064772566e-01,3.994594198327e-01,0.000000000000e+00,-5.266693458047e-03,-5.266693458047e-03,-5.266693458047e-03,3.994603159117e-01,0,0,0,0,-9.077322756073e+02,0
5.099999999897e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.887206902093e-01,3.985092054735e-01,0.000000000000e+00,-5.305614664287e-03,-5.305614664287e-03,-5.305614664280e-03,3.985100211835e-01,0,0,1,0,-1.037570335526e+03,0
5.103999999898e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.888403448863e-01,4.789369166699e-01,0.000000000000e+00,-5.337569668903e-03,-5.337569668903e-03,-5.337569668896e-03,4.789444247181e-01,0,1,1,1,-5.188350796858e+02,0
5.107999999900e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.889594321817e-01,4.709752801600e-01,0.000000000000e+00,-5.348650230601e-03,-5.348650230601e-03,-5.348650230601e-03,4.709821148145e-01,0,1,0,1,-5.446013151830e+01,0
5.111999999902e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.890678385868e-01,4.637277194547e-01,0.000000000000e+00,-5.343364429152e-03,-5.343364429152e-03,-5.343364429145e-03,4.637339411119e-01,0,0,0,1,3.022997322408e+02,0
5.115999999904e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.891665220662e-01,4.571301893977e-01,0.000000000000e+00,-5.325690511519e-03,-5.325690511519e-03,-5.325690511519e-03,4.571358530371e-01,0,0,0,1,5.674055933039e+02,0
5.119999999906e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.892563546649e-01,4.511243890154e-01,0.000000000000e+00,-5.299009820078e-03,-5.299009820078e-03,-5.299009820078e-03,4.511295446854e-01,0,0,1,1,7.547835672547e+02,0
5.123999999908e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.893381302147e-01,4.456572463240e-01,0.000000000000e+00,-5.266183290885e-03,-5.266183290885e-03,-5.266183290878e-03,4.456619395842e-01,0,0,1,1,8.765650319633e+02,0
5.127999999909e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.894125713489e-01,4.406804493434e-01,0.000000000000e+00,-5.229618898518e-03,-5.229618898518e-03,-5.229618898518e-03,4.406847216671e-01,0,0,0,1,9.432997901630e+02,0
5.131999999911e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.894803358881e-01,4.361500191745e-01,0.000000000000e+00,-5.191331061638e-03,-5.191331061638e-03,-5.191331061638e-03,4.361539083153e-01,0,0,0,1,9.641451216471e+02,0
5.135999999913e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.895420226532e-01,4.320259213671e-01,0.000000000000e+00,-5.152992925368e-03,-5.152992925368e-03,-5.152992925360e-03,4.320294616924e-01,0,0,0,1,9.470333649752e+02,0
5.139999999915e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.895981767574e-01,4.282717121437e-01,0.000000000000e+00,-5.115982329713e-03,-5.115982329713e-03,-5.115982329713e-03,4.282749349388e-01,0,0,1,1,8.988203861496e+02,0
5.143999999917e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.896492944225e-01,4.248542163541e-01,0.000000000000e+00,-5.081422190273e-03,-5.081422190273e-03,-5.081422190273e-03,4.248571500980e-01,0,0,1,1,8.254170389777e+02,0
5.147999999918e-07,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,3.896958273646e-01,4.217432343128e-01,0.000000000000e+00,-5.050215920093e-03,-5.050215920093e-03,-5.050215920086e-03,4.217459049305e-01,0,0,0,1,7.319054957275e+02,0
